target_id	length	eff_length	est_counts	tpm
TRINITY_DN176_c1_g1_i15	956	775.14	22.5475	29.3359
TRINITY_DN176_c1_g1_i7	1612	1431.14	49.5435	34.9128
TRINITY_DN176_c1_g1_i8	1978	1797.14	221.695	124.41
TRINITY_DN176_c1_g1_i12	2005	1824.14	67.9046	37.5423
TRINITY_DN176_c1_g1_i23	2032	1851.14	47.6325	25.9504
TRINITY_DN176_c1_g1_i19	1223	1042.14	55.1023	53.3241
TRINITY_DN176_c1_g1_i10	1668	1487.14	0	0
TRINITY_DN170_c0_g1_i1	1143	962.14	172	180.289
TRINITY_DN156_c0_g1_i1	2657	2476.14	240	97.7498
TRINITY_DN118_c0_g1_i4	2426	2245.14	118	53.0052
TRINITY_DN118_c0_g1_i1	2534	2353.14	0	0
TRINITY_DN167_c0_g1_i3	2329	2148.14	261	122.534
TRINITY_DN182_c0_g1_i1	2371	2190.14	177	81.5044
TRINITY_DN185_c0_g1_i1	577	396.14	49	124.746
TRINITY_DN185_c0_g2_i1	596	415.14	49	119.037
TRINITY_DN181_c0_g1_i1	590	409.14	53	130.642
TRINITY_DN181_c0_g2_i1	618	437.14	206	475.255
TRINITY_DN116_c0_g1_i1	1457	1276.14	48.7968	38.5631
TRINITY_DN116_c0_g1_i4	1431	1250.14	144.813	116.823
TRINITY_DN116_c0_g1_i2	1457	1276.14	83.5586	66.0348
TRINITY_DN116_c0_g1_i3	1431	1250.14	230.832	186.216
TRINITY_DN126_c0_g1_i2	620	439.14	82.2655	188.927
TRINITY_DN126_c0_g1_i1	656	475.14	75.7345	160.75
TRINITY_DN104_c0_g1_i1	2360	2179.14	222	102.742
TRINITY_DN142_c0_g1_i1	1391	1210.14	646	538.365
TRINITY_DN222_c0_g1_i1	1602	1421.14	47.5308	33.7301
TRINITY_DN222_c0_g1_i3	2602	2421.14	77.7779	32.3978
TRINITY_DN222_c0_g1_i2	2877	2696.14	87.3687	32.6808
TRINITY_DN222_c0_g1_i7	1327	1146.14	21.3436	18.7806
TRINITY_DN222_c0_g1_i4	2877	2696.14	92.9791	34.7794
TRINITY_DN202_c0_g1_i1	1783	1602.14	218	137.226
TRINITY_DN270_c0_g1_i1	1816	1635.14	144	88.8152
TRINITY_DN270_c0_g2_i1	3910	3729.14	242	65.4465
TRINITY_DN276_c0_g1_i1	1420	1239.14	59	48.0188
TRINITY_DN279_c0_g1_i1	568	387.14	34	88.5708
TRINITY_DN279_c0_g2_i1	658	477.14	46	97.2281
TRINITY_DN279_c1_g1_i1	1269	1088.14	340	315.119
TRINITY_DN296_c0_g1_i1	700	519.14	70	135.986
TRINITY_DN248_c0_g1_i1	1598	1417.14	67	47.6806
TRINITY_DN203_c0_g1_i1	2841	2660.14	264	100.087
TRINITY_DN252_c0_g1_i1	1506	1325.14	159	121.008
TRINITY_DN294_c0_g1_i1	2080	1899.14	152	80.7173
TRINITY_DN294_c0_g2_i1	1370	1189.14	116	98.3795
TRINITY_DN200_c0_g1_i1	3240	3059.14	268	88.3518
TRINITY_DN200_c0_g2_i1	1352	1171.14	83	71.4742
TRINITY_DN271_c0_g1_i1	771	590.14	60	102.536
TRINITY_DN271_c0_g2_i1	1136	955.14	91.0012	96.086
TRINITY_DN271_c0_g2_i3	755	574.14	97.9988	172.14
TRINITY_DN271_c0_g3_i1	727	546.14	47	86.7908
TRINITY_DN271_c0_g4_i1	845	664.14	57	86.5556
TRINITY_DN242_c0_g1_i1	4165	3984.14	789	199.72
TRINITY_DN242_c0_g2_i1	3357	3176.14	815	258.784
TRINITY_DN274_c0_g1_i1	2560	2379.14	185	78.4208
TRINITY_DN262_c0_g1_i1	5689	5508.14	324.664	59.444
TRINITY_DN262_c0_g1_i4	5651	5470.14	18.0835	3.33399
TRINITY_DN262_c0_g1_i3	5689	5508.14	0.00983231	0.00180024
TRINITY_DN262_c0_g1_i2	5651	5470.14	452.243	83.3784
TRINITY_DN262_c0_g2_i1	3362	3181.14	146	46.286
TRINITY_DN226_c0_g1_i1	803	622.14	118.248	191.685
TRINITY_DN226_c0_g1_i2	755	574.14	71.7516	126.036
TRINITY_DN253_c0_g1_i1	1245	1064.14	155	146.897
TRINITY_DN218_c0_g1_i1	905	724.14	86	119.772
TRINITY_DN218_c0_g2_i1	1293	1112.14	186	168.668
TRINITY_DN218_c0_g3_i1	1017	836.14	146	176.098
TRINITY_DN218_c1_g1_i1	2600	2419.14	324	135.072
TRINITY_DN218_c2_g1_i1	2734	2553.14	274	108.232
TRINITY_DN208_c0_g1_i1	1831	1650.14	123	75.1734
TRINITY_DN235_c0_g1_i1	2459	2278.14	192	84.9964
TRINITY_DN235_c1_g1_i1	2032	1851.14	108	58.8389
TRINITY_DN205_c0_g1_i1	946	765.14	79	104.128
TRINITY_DN277_c0_g2_i1	1913	1732.14	144	83.8416
TRINITY_DN277_c0_g3_i1	1385	1204.14	84	70.3529
TRINITY_DN277_c0_g1_i4	2555	2374.14	123.891	52.6276
TRINITY_DN277_c0_g1_i2	2685	2504.14	103.109	41.5257
TRINITY_DN277_c0_g4_i1	2330	2149.14	337	158.141
TRINITY_DN277_c0_g5_i1	2108	1927.14	516	270.033
TRINITY_DN277_c0_g6_i1	2991	2810.14	1097	393.694
TRINITY_DN277_c1_g1_i1	1542	1361.14	103	76.3158
TRINITY_DN277_c2_g1_i1	881	700.14	44	63.3793
TRINITY_DN277_c2_g2_i1	1844	1663.14	78	47.2983
TRINITY_DN277_c3_g1_i1	835	654.14	25	38.5433
TRINITY_DN297_c0_g1_i1	1409	1228.14	509	417.974
TRINITY_DN297_c0_g2_i1	1204	1023.14	74	72.9418
TRINITY_DN243_c0_g1_i1	3936	3755.14	617.89	165.945
TRINITY_DN243_c0_g1_i3	3497	3316.14	0	0
TRINITY_DN243_c0_g1_i6	4787	4606.14	511.365	111.963
TRINITY_DN243_c0_g1_i5	3497	3316.14	532.208	161.856
TRINITY_DN243_c0_g1_i2	4749	4568.14	465.431	102.753
TRINITY_DN243_c0_g2_i1	944	763.14	79.3239	104.829
TRINITY_DN243_c1_g1_i1	1851	1670.14	299	180.55
TRINITY_DN213_c0_g1_i1	4198	4017.14	386	96.9059
TRINITY_DN234_c0_g1_i1	5004	4823.14	525	109.776
TRINITY_DN281_c0_g1_i1	1995	1814.14	93	51.7002
TRINITY_DN245_c0_g1_i1	1132	951.14	87	92.2475
TRINITY_DN245_c0_g2_i1	1360	1179.14	91	77.8316
TRINITY_DN259_c0_g1_i2	744	563.14	22.9604	41.119
TRINITY_DN259_c0_g1_i1	863	682.14	56.0396	82.8517
TRINITY_DN219_c0_g1_i1	1538	1357.14	143	106.265
TRINITY_DN284_c0_g1_i1	604	423.14	29	69.1184
TRINITY_DN289_c0_g1_i1	1825	1644.14	125	76.6745
TRINITY_DN283_c0_g1_i4	1905	1724.14	39.7813	23.2695
TRINITY_DN283_c0_g1_i3	1967	1786.14	89.1256	50.323
TRINITY_DN283_c0_g1_i2	1908	1727.14	78.4951	45.8347
TRINITY_DN283_c0_g1_i1	1970	1789.14	166.598	93.9085
TRINITY_DN257_c0_g1_i2	1883	1702.14	106.593	63.1555
TRINITY_DN257_c0_g1_i1	1915	1734.14	175.407	102.01
TRINITY_DN260_c0_g1_i1	1269	1088.14	278	257.656
TRINITY_DN249_c0_g1_i2	1713	1532.14	121	79.6465
TRINITY_DN246_c0_g1_i1	1590	1409.14	231	165.325
TRINITY_DN216_c0_g1_i1	6767	6586.14	717	109.791
TRINITY_DN238_c0_g1_i1	2691	2510.14	189	75.9353
TRINITY_DN288_c0_g1_i1	940	759.14	38	50.4826
TRINITY_DN275_c0_g1_i2	624	443.14	40	91.033
TRINITY_DN264_c0_g1_i1	1619	1438.14	119	83.4499
TRINITY_DN212_c0_g1_i1	4496	4315.14	340	79.4628
TRINITY_DN287_c0_g1_i3	2017	1836.14	150	82.3882
TRINITY_DN258_c0_g1_i1	2483	2302.14	130	56.9497
TRINITY_DN204_c0_g1_i1	2750	2569.14	378	148.383
TRINITY_DN293_c0_g1_i1	545	364.14	30	83.0869
TRINITY_DN228_c0_g1_i1	1784	1603.14	102	64.1665
TRINITY_DN228_c0_g2_i1	978	797.14	68	86.0308
TRINITY_DN228_c0_g3_i1	1848	1667.14	103	62.3082
TRINITY_DN278_c0_g1_i2	719	538.14	83.7856	157.02
TRINITY_DN278_c0_g1_i1	735	554.14	504.214	917.647
TRINITY_DN251_c0_g1_i1	1681	1500.14	86	57.8158
TRINITY_DN215_c0_g2_i1	662	481.14	113.513	237.932
TRINITY_DN215_c0_g2_i5	1911	1730.14	15.7626	9.1881
TRINITY_DN215_c0_g2_i4	1953	1772.14	211.698	120.476
TRINITY_DN215_c0_g2_i3	620	439.14	0	0
TRINITY_DN215_c0_g3_i1	688	507.14	224	445.451
TRINITY_DN215_c0_g1_i7	656	475.14	86.9962	184.654
TRINITY_DN215_c0_g1_i3	2884	2703.14	252.024	94.027
TRINITY_DN215_c0_g1_i4	1133	952.14	103.007	109.105
TRINITY_DN217_c0_g1_i1	1517	1336.14	110	83.0272
TRINITY_DN263_c0_g1_i1	1277	1096.14	103	94.7657
TRINITY_DN227_c0_g1_i1	1419	1238.14	78	63.5338
TRINITY_DN273_c0_g1_i1	2215	2034.14	239	118.494
TRINITY_DN237_c0_g1_i1	3489	3308.14	368	112.187
TRINITY_DN285_c0_g1_i2	1357	1176.14	57.846	49.6014
TRINITY_DN285_c0_g1_i1	2661	2480.14	307.154	124.899
TRINITY_DN240_c0_g1_i1	1875	1694.14	100	59.5293
TRINITY_DN282_c0_g1_i1	1111	930.14	106	114.931
TRINITY_DN201_c0_g1_i1	664	483.14	60	125.244
TRINITY_DN290_c0_g1_i1	4050	3869.14	363	94.6176
TRINITY_DN290_c1_g1_i1	2215	2034.14	182	90.234
TRINITY_DN244_c0_g1_i1	1773	1592.14	93	58.909
TRINITY_DN214_c0_g1_i1	1524	1343.14	192	144.165
TRINITY_DN223_c0_g1_i2	4483	4302.14	511	119.789
TRINITY_DN223_c1_g1_i1	2440	2259.14	169	75.4438
TRINITY_DN223_c1_g2_i1	2555	2374.14	171	72.639
TRINITY_DN209_c0_g1_i2	643	462.14	69.0323	150.646
TRINITY_DN209_c0_g1_i1	643	462.14	37.9677	82.8554
TRINITY_DN207_c0_g1_i1	1192	1011.14	714	712.142
TRINITY_DN236_c0_g1_i1	899	718.14	176	247.163
TRINITY_DN236_c0_g2_i1	737	556.14	30	54.4023
TRINITY_DN236_c0_g3_i1	3098	2917.14	3194	1104.22
TRINITY_DN236_c0_g4_i1	2311	2130.14	466	220.626
TRINITY_DN236_c1_g1_i1	3722	3541.14	321	91.4201
TRINITY_DN231_c0_g1_i1	1256	1075.14	80	75.0421
TRINITY_DN232_c0_g1_i1	1312	1131.14	69	61.5195
TRINITY_DN250_c0_g1_i1	1389	1208.14	133	111.023
TRINITY_DN247_c0_g1_i1	1179	998.14	63	63.6545
TRINITY_DN239_c0_g1_i1	1431	1250.14	70	56.4702
TRINITY_DN225_c0_g1_i1	1298	1117.14	1016	917.204
TRINITY_DN254_c0_g1_i1	2039	1858.14	113	61.331
TRINITY_DN272_c0_g1_i2	635	454.14	48.5091	107.724
TRINITY_DN272_c0_g1_i1	635	454.14	125.491	278.678
TRINITY_DN298_c0_g1_i1	852	671.14	477	716.779
TRINITY_DN265_c0_g1_i1	978	797.14	56	70.8489
TRINITY_DN220_c0_g1_i1	3230	3049.14	163	53.9126
TRINITY_DN295_c0_g1_i1	540	359.14	50.625	142.161
TRINITY_DN295_c0_g1_i2	540	359.14	39.375	110.57
TRINITY_DN261_c0_g1_i1	2741	2560.14	313	123.299
TRINITY_DN286_c0_g1_i1	4705	4524.14	566	126.171
TRINITY_DN268_c0_g1_i1	1790	1609.14	353	221.238
TRINITY_DN292_c0_g1_i1	2605	2424.14	322	133.961
TRINITY_DN280_c0_g1_i1	1962	1781.14	91	51.5256
TRINITY_DN280_c0_g2_i1	1130	949.14	76	80.7538
TRINITY_DN230_c0_g1_i2	1395	1214.14	99.1131	82.327
TRINITY_DN230_c0_g1_i1	1393	1212.14	226.887	188.772
TRINITY_DN269_c0_g1_i2	1339	1158.14	57.5025	50.0732
TRINITY_DN269_c0_g1_i1	1682	1501.14	74.4975	50.0496
TRINITY_DN229_c0_g1_i1	708	527.14	48	91.8322
TRINITY_DN256_c0_g1_i1	2393	2212.14	109	49.6928
TRINITY_DN256_c0_g2_i1	2731	2550.14	263	104.009
TRINITY_DN267_c0_g1_i1	4104	3923.14	414	106.426
TRINITY_DN210_c0_g1_i1	1742	1561.14	424	273.907
TRINITY_DN291_c0_g1_i1	978	797.14	53	67.0534
TRINITY_DN233_c0_g1_i1	1050	869.14	67	77.7436
TRINITY_DN221_c0_g1_i6	1126	945.14	51.8191	55.2934
TRINITY_DN221_c0_g1_i3	1185	1004.14	41.4851	41.6656
TRINITY_DN221_c0_g1_i8	1193	1012.14	123.17	122.728
TRINITY_DN221_c0_g1_i1	1190	1009.14	87.6337	87.5789
TRINITY_DN221_c0_g1_i4	1212	1031.14	47.8922	46.841
TRINITY_DN224_c0_g1_i1	796	615.14	56	91.8108
TRINITY_DN299_c0_g1_i1	566	385.14	12.3529	32.3468
TRINITY_DN299_c0_g1_i2	566	385.14	57.6471	150.952
TRINITY_DN241_c0_g1_i1	1022	841.14	96	115.102
TRINITY_DN211_c0_g1_i1	2329	2148.14	162	76.0558
TRINITY_DN211_c0_g2_i1	2404	2223.14	204	92.5429
TRINITY_DN255_c0_g1_i3	1610	1429.14	281.82	198.873
TRINITY_DN255_c0_g1_i2	1574	1393.14	401.016	290.3
TRINITY_DN255_c0_g1_i5	1504	1323.14	3076.26	2344.75
TRINITY_DN361_c0_g1_i1	2355	2174.14	107	49.6336
TRINITY_DN389_c0_g1_i1	926	745.14	56	75.7932
TRINITY_DN395_c0_g1_i1	614	433.14	20	46.5674
TRINITY_DN382_c0_g1_i1	1861	1680.14	76	45.6192
TRINITY_DN346_c0_g1_i1	546	365.14	34	93.9073
TRINITY_DN346_c0_g2_i1	864	683.14	70	103.34
TRINITY_DN346_c1_g1_i1	1437	1256.14	161	129.261
TRINITY_DN313_c0_g1_i1	993	812.14	36	44.7045
TRINITY_DN370_c0_g1_i1	1280	1099.14	61	55.9702
TRINITY_DN317_c0_g1_i1	2125	1944.14	246	127.611
TRINITY_DN317_c0_g2_i1	1883	1702.14	78	46.2146
TRINITY_DN365_c0_g1_i1	1584	1403.14	84	60.3751
TRINITY_DN300_c0_g1_i1	798	617.14	68	111.123
TRINITY_DN300_c1_g1_i2	2238	2057.14	23.6064	11.573
TRINITY_DN300_c1_g1_i1	2087	1906.14	97.3936	51.5294
TRINITY_DN310_c0_g1_i1	3112	2931.14	229	78.7914
TRINITY_DN310_c0_g2_i1	2585	2404.14	206	86.4146
TRINITY_DN336_c0_g1_i1	2900	2719.14	300	111.268
TRINITY_DN336_c0_g2_i1	689	508.14	37	73.4342
TRINITY_DN325_c0_g1_i1	898	717.14	37	52.0328
TRINITY_DN305_c0_g1_i1	1361	1180.14	80	68.3654
TRINITY_DN306_c0_g1_i1	1110	929.14	83	90.09
TRINITY_DN367_c0_g1_i1	1504	1323.14	62	47.257
TRINITY_DN360_c0_g1_i3	1160	979.14	18.5403	19.0964
TRINITY_DN360_c0_g1_i2	1220	1039.14	56.7147	55.0429
TRINITY_DN360_c0_g1_i1	1220	1039.14	59.2631	57.5161
TRINITY_DN360_c0_g1_i4	1160	979.14	17.4819	18.0063
TRINITY_DN329_c0_g1_i1	564	383.14	21.5	56.5928
TRINITY_DN329_c0_g1_i2	564	383.14	21.5	56.5928
TRINITY_DN362_c0_g1_i1	3048	2867.14	159	55.9278
TRINITY_DN348_c0_g1_i1	835	654.14	38	58.5858
TRINITY_DN383_c0_g1_i1	1278	1097.14	54	49.6377
TRINITY_DN366_c0_g1_i1	1571	1390.14	68	49.3322
TRINITY_DN328_c0_g1_i1	1634	1453.14	64	44.4173
TRINITY_DN340_c0_g1_i1	759	578.14	78	136.063
TRINITY_DN345_c0_g1_i1	645	464.14	39	84.7414
TRINITY_DN399_c0_g1_i1	576	395.14	32	81.6731
TRINITY_DN399_c0_g2_i1	543	362.14	27	75.1912
TRINITY_DN368_c0_g1_i1	2501	2320.14	115	49.9877
TRINITY_DN307_c0_g1_i1	1919	1738.14	391	226.867
TRINITY_DN357_c0_g1_i1	1448	1267.14	125	99.4867
TRINITY_DN301_c0_g1_i1	4588	4407.14	480	109.841
TRINITY_DN351_c0_g1_i2	670	489.14	99.3913	204.925
TRINITY_DN351_c0_g1_i1	670	489.14	27.6087	56.9236
TRINITY_DN354_c0_g1_i1	1519	1338.14	75	56.5249
TRINITY_DN376_c0_g1_i1	891	710.14	47	66.7473
TRINITY_DN312_c0_g1_i1	3194	3013.14	366.842	122.783
TRINITY_DN312_c0_g2_i1	2165	1984.14	83.158	42.268
TRINITY_DN333_c0_g1_i2	880	699.14	17.0712	24.6252
TRINITY_DN333_c0_g1_i1	817	636.14	100.929	160.008
TRINITY_DN315_c0_g1_i1	1125	944.14	54	57.6816
TRINITY_DN379_c0_g1_i1	1039	858.14	40	47.0091
TRINITY_DN379_c0_g2_i1	598	417.14	18	43.5182
TRINITY_DN308_c0_g1_i1	2065	1884.14	117	62.6257
TRINITY_DN353_c0_g1_i1	532	351.14	29	83.2909
TRINITY_DN353_c0_g2_i1	2806	2625.14	163	62.6203
TRINITY_DN384_c0_g1_i1	716	535.14	27	50.8834
TRINITY_DN385_c0_g1_i1	926	745.14	56	75.7932
TRINITY_DN385_c0_g2_i1	1553	1372.14	77	56.5942
TRINITY_DN363_c0_g1_i1	2361	2180.14	117	54.1229
TRINITY_DN324_c0_g1_i1	1838	1657.14	119	72.4215
TRINITY_DN314_c0_g1_i1	1310	1129.14	72	64.3079
TRINITY_DN320_c0_g1_i1	557	376.14	41	109.929
TRINITY_DN371_c0_g1_i1	2434	2253.14	141	63.1118
TRINITY_DN347_c0_g1_i1	1335	1154.14	112	97.8677
TRINITY_DN341_c0_g1_i1	849	668.14	50	75.4714
TRINITY_DN364_c0_g1_i1	1376	1195.14	78	65.8197
TRINITY_DN364_c0_g2_i1	605	424.14	32	76.0888
TRINITY_DN397_c0_g1_i1	728	547.14	29	53.4539
TRINITY_DN397_c0_g2_i1	2043	1862.14	126	68.2398
TRINITY_DN321_c0_g1_i1	1572	1391.14	326	236.334
TRINITY_DN321_c1_g1_i1	1645	1464.14	138	95.0553
TRINITY_DN396_c0_g1_i1	1191	1010.14	116	115.813
TRINITY_DN396_c0_g2_i1	1242	1061.14	92	87.4369
TRINITY_DN349_c0_g1_i1	633	452.14	15	33.4579
TRINITY_DN378_c0_g1_i1	568	387.14	30	78.1507
TRINITY_DN344_c0_g1_i1	832	651.14	35	54.2093
TRINITY_DN352_c0_g1_i1	714	533.14	68	128.632
TRINITY_DN338_c0_g1_i1	2253	2072.14	174	84.6857
TRINITY_DN398_c0_g1_i1	2278	2097.14	121	58.1886
TRINITY_DN374_c0_g1_i1	2989	2808.14	176	63.2082
TRINITY_DN358_c0_g1_i1	673	492.14	69	141.397
TRINITY_DN377_c0_g1_i2	1124	943.14	60.4749	64.6665
TRINITY_DN377_c0_g1_i4	1038	857.14	65.5251	77.0966
TRINITY_DN342_c0_g1_i1	1164	983.14	98	100.529
TRINITY_DN302_c0_g1_i1	1219	1038.14	93	90.3456
TRINITY_DN302_c0_g2_i1	975	794.14	71	90.1656
TRINITY_DN302_c1_g1_i1	2759	2578.14	373	145.909
TRINITY_DN322_c0_g1_i1	1807	1626.14	122	75.6627
TRINITY_DN369_c0_g1_i1	1607	1426.14	73	51.6227
TRINITY_DN369_c0_g2_i1	651	470.14	16	34.322
TRINITY_DN359_c0_g1_i1	551	370.14	28	76.2908
TRINITY_DN390_c0_g1_i1	653	472.14	24	51.2649
TRINITY_DN319_c0_g1_i2	1550	1369.14	18.0084	13.265
TRINITY_DN319_c0_g1_i1	1877	1696.14	82.9916	49.346
TRINITY_DN309_c0_g1_i1	3242	3061.14	208	68.5267
TRINITY_DN327_c0_g1_i1	2092	1911.14	120	63.324
TRINITY_DN372_c0_g1_i1	1665	1484.14	157	106.685
TRINITY_DN304_c0_g1_i1	630	449.14	0	0
TRINITY_DN304_c0_g1_i2	630	449.14	29	65.1173
TRINITY_DN350_c0_g1_i1	2915	2734.14	185	68.2387
TRINITY_DN388_c0_g1_i1	1424	1243.14	82	66.5233
TRINITY_DN388_c0_g2_i1	1573	1392.14	72	52.159
TRINITY_DN316_c0_g1_i1	2600	2419.14	178	74.206
TRINITY_DN316_c0_g2_i1	2930	2749.14	1289	472.864
TRINITY_DN337_c0_g1_i1	713	532.14	85	161.092
TRINITY_DN337_c0_g2_i1	690	509.14	59	116.868
TRINITY_DN392_c0_g1_i1	963	782.14	47	60.6029
TRINITY_DN394_c0_g1_i1	3836	3655.14	358	98.7777
TRINITY_DN335_c0_g1_i1	1413	1232.14	89	72.8467
TRINITY_DN334_c0_g1_i2	2008	1827.14	77.6917	42.8827
TRINITY_DN334_c0_g1_i1	1117	936.14	39.3083	42.3471
TRINITY_DN386_c0_g1_i1	751	570.14	31	54.8353
TRINITY_DN323_c0_g1_i1	2112	1931.14	122	63.7127
TRINITY_DN326_c0_g1_i1	728	547.14	34	62.6701
TRINITY_DN373_c0_g1_i1	819	638.14	27	42.6705
TRINITY_DN373_c0_g2_i1	1896	1715.14	118	69.3845
TRINITY_DN332_c0_g1_i1	2339	2158.14	124	57.9458
TRINITY_DN318_c0_g1_i1	6718	6537.14	349	53.8415
TRINITY_DN318_c0_g2_i1	6459	6278.14	1378	221.359
TRINITY_DN381_c0_g1_i1	742	561.14	38	68.2955
TRINITY_DN331_c0_g1_i1	1352	1171.14	79	68.0296
TRINITY_DN393_c0_g1_i1	1689	1508.14	94	62.8588
TRINITY_DN380_c0_g1_i1	1476	1295.14	55	42.8278
TRINITY_DN375_c0_g1_i1	2305	2124.14	107	50.802
TRINITY_DN303_c0_g1_i1	838	657.14	128.452	197.135
TRINITY_DN303_c0_g2_i1	846	665.14	157.548	238.88
TRINITY_DN343_c0_g1_i1	714	533.14	20	37.8328
TRINITY_DN343_c0_g2_i1	2014	1833.14	126	69.3194
TRINITY_DN339_c0_g1_i1	1358	1177.14	105	89.9582
TRINITY_DN391_c0_g1_i1	864	683.14	50	73.8142
TRINITY_DN391_c0_g2_i1	1412	1231.14	69	56.5225
TRINITY_DN387_c0_g1_i1	718	537.14	27	50.6939
TRINITY_DN387_c0_g2_i1	527	346.14	21	61.1853
TRINITY_DN311_c0_g1_i1	2949	2768.14	149	54.2848
TRINITY_DN486_c0_g1_i1	3119	2938.14	385	132.15
TRINITY_DN468_c0_g1_i1	2918	2737.14	775	285.552
TRINITY_DN420_c0_g1_i1	513	332.14	28	85.0191
TRINITY_DN420_c0_g2_i1	918	737.14	96	131.341
TRINITY_DN434_c0_g1_i1	1302	1121.14	99	89.0544
TRINITY_DN403_c0_g1_i1	702	521.14	29	56.1207
TRINITY_DN489_c0_g1_i1	3164	2983.14	368	124.41
TRINITY_DN451_c0_g1_i1	864	683.14	27	39.8597
TRINITY_DN477_c0_g1_i1	4456	4275.14	278	65.5804
TRINITY_DN474_c0_g1_i1	1788	1607.14	453	284.266
TRINITY_DN453_c0_g1_i1	1950	1769.14	320	182.418
TRINITY_DN411_c0_g1_i1	650	469.14	35	75.2394
TRINITY_DN411_c0_g2_i1	1345	1164.14	65	56.3103
TRINITY_DN495_c0_g1_i1	1654	1473.14	346	236.871
TRINITY_DN443_c0_g1_i1	2801	2620.14	425	163.585
TRINITY_DN490_c0_g1_i1	2337	2156.14	340	159.031
TRINITY_DN483_c0_g1_i1	1227	1046.14	61	58.8058
TRINITY_DN416_c0_g1_i1	1039	858.14	43	50.5348
TRINITY_DN460_c0_g1_i1	811	630.14	170	272.077
TRINITY_DN459_c0_g1_i1	720	539.14	39	72.953
TRINITY_DN452_c0_g1_i1	3541	3360.14	1548	464.615
TRINITY_DN446_c0_g1_i1	5097	4916.14	779	159.806
TRINITY_DN421_c0_g1_i1	848	667.14	35	52.9092
TRINITY_DN456_c0_g1_i1	2183	2002.14	210	105.78
TRINITY_DN485_c0_g1_i1	1106	925.14	99	107.921
TRINITY_DN437_c0_g1_i1	1557	1376.14	221	161.961
TRINITY_DN426_c0_g1_i1	967	786.14	72	92.3661
TRINITY_DN440_c0_g1_i1	1579	1398.14	160	115.412
TRINITY_DN498_c0_g1_i1	1591	1410.14	71	50.778
TRINITY_DN479_c0_g1_i1	875	694.14	59	85.7205
TRINITY_DN433_c0_g1_i1	1302	1121.14	3722	3348.08
TRINITY_DN493_c0_g1_i1	1346	1165.14	532	460.483
TRINITY_DN482_c0_g1_i1	1031	850.14	170	201.669
TRINITY_DN402_c0_g1_i1	2093	1912.14	110	58.0167
TRINITY_DN445_c0_g1_i1	1053	872.14	130	150.327
TRINITY_DN407_c0_g1_i1	1953	1772.14	145	82.5182
TRINITY_DN497_c0_g1_i1	1151	970.14	66	68.6103
TRINITY_DN401_c0_g1_i1	1936	1755.14	115	66.0794
TRINITY_DN484_c0_g1_i1	1998	1817.14	253	140.414
TRINITY_DN473_c0_g1_i1	4805	4624.14	503	109.703
TRINITY_DN428_c0_g1_i1	2322	2141.14	253	119.167
TRINITY_DN447_c0_g1_i1	1612	1431.14	235	165.602
TRINITY_DN441_c0_g1_i1	1304	1123.14	65	58.3659
TRINITY_DN413_c0_g1_i1	2136	1955.14	118	60.8673
TRINITY_DN413_c0_g2_i1	918	737.14	51	69.775
TRINITY_DN419_c0_g1_i1	562	381.14	14	37.0445
TRINITY_DN419_c0_g2_i1	1385	1204.14	83	69.5154
TRINITY_DN455_c0_g1_i1	1602	1421.14	202	143.349
TRINITY_DN400_c0_g1_i1	3002	2821.14	171	61.1296
TRINITY_DN400_c0_g2_i1	1491	1310.14	94	72.3586
TRINITY_DN458_c0_g1_i1	3585	3404.14	433	128.28
TRINITY_DN499_c0_g1_i1	4196	4015.14	385	96.703
TRINITY_DN487_c0_g1_i1	4400	4219.14	261	62.3873
TRINITY_DN423_c0_g1_i1	539	358.14	28	78.847
TRINITY_DN423_c0_g2_i1	1653	1472.14	81	55.4901
TRINITY_DN435_c0_g1_i1	1609	1428.14	103	72.7355
TRINITY_DN432_c0_g1_i1	1553	1372.14	98	72.029
TRINITY_DN461_c0_g1_i1	1117	936.14	50	53.8653
TRINITY_DN470_c0_g1_i1	1294	1113.14	294	266.365
TRINITY_DN462_c0_g1_i1	1748	1567.14	201	129.35
TRINITY_DN476_c0_g1_i1	1655	1474.14	278	190.189
TRINITY_DN496_c0_g1_i1	952	771.14	54	70.6221
TRINITY_DN430_c0_g1_i1	1745	1564.14	97	62.5426
TRINITY_DN418_c0_g1_i1	3045	2864.14	196	69.0147
TRINITY_DN449_c0_g1_i1	8083	7902.14	856	109.247
TRINITY_DN471_c0_g1_i1	1930	1749.14	106	61.1169
TRINITY_DN405_c0_g1_i1	1828	1647.14	119	72.8612
TRINITY_DN405_c0_g2_i1	2804	2623.14	136	52.2874
TRINITY_DN491_c0_g1_i1	4645	4464.14	547	123.575
TRINITY_DN439_c0_g1_i1	1337	1156.14	1644	1434.07
TRINITY_DN450_c0_g1_i1	3041	2860.14	346	122.002
TRINITY_DN417_c0_g1_i1	760	579.14	39	67.9142
TRINITY_DN417_c0_g2_i1	896	715.14	46	64.8704
TRINITY_DN466_c0_g1_i1	2097	1916.14	277	145.792
TRINITY_DN422_c0_g1_i1	1182	1001.14	48	48.3533
TRINITY_DN438_c0_g1_i1	2101	1920.14	578	303.581
TRINITY_DN463_c0_g1_i1	3310	3129.14	561	180.808
TRINITY_DN404_c0_g1_i1	999	818.14	69	85.0553
TRINITY_DN481_c0_g1_i1	5333	5152.14	1601	313.389
