contig_name,length,prop_gc,orf_length,in_bridges,p_good,p_bases_covered,p_seq_true,score,p_not_segmented,eff_length,eff_count,tpm,coverage,sCnuc,sCcov,sCord,sCseg
TRINITY_DN23_c0_g1_i1,2968,0.372642,958,0,0.75,1.0,0.970191,0.686462,0.943405,2968,151.511,59.8802,7.66,0.970191,1.0,0.75,0.943405
TRINITY_DN23_c0_g2_i1,3255,0.432258,1063,0,0.853987,1.0,0.970718,0.748502,0.902919,3255,1041.0,375.148,47.97,0.970718,1.0,0.853987,0.902919
TRINITY_DN23_c0_g3_i1,1862,0.470999,602,0,0.805389,1.0,0.968417,0.704234,0.902919,1862,668.0,420.823,53.81,0.968417,1.0,0.805389,0.902919
TRINITY_DN23_c1_g1_i1,604,0.405629,172,0,0.826087,1.0,0.983333,0.421128,0.518427,604,46.0,89.3355,11.42,0.983333,1.0,0.826087,0.518427
TRINITY_DN99_c0_g1_i1,769,0.396619,255,2,0.688623,1.0,0.932378,0.374609,0.583452,769,166.0,253.212,32.38,0.932378,1.0,0.688623,0.583452
TRINITY_DN99_c0_g2_i1,965,0.434197,321,1,0.75102,1.0,0.976179,0.656423,0.89537,965,248.0,301.458,38.55,0.976179,1.0,0.75102,0.89537
TRINITY_DN27_c0_g1_i1,2463,0.399919,796,0,0.835853,1.0,0.968154,0.777509,0.960795,2463,463.0,220.506,28.2,0.968154,1.0,0.835853,0.960795
TRINITY_DN79_c0_g1_i3,1486,0.464334,494,0,0.760638,1.0,0.964538,0.656085,0.894258,1486,188.0,148.403,18.98,0.964538,1.0,0.760638,0.894258
TRINITY_DN91_c0_g1_i1,1187,0.374052,395,0,0.791411,1.0,0.969759,0.681596,0.888098,1187,163.0,161.079,20.6,0.969759,1.0,0.791411,0.888098
TRINITY_DN64_c0_g1_i1,1952,0.414447,619,0,0.839161,1.0,0.964055,0.734412,0.907805,1952,287.0,172.467,22.05,0.964055,1.0,0.839161,0.907805
TRINITY_DN64_c0_g2_i1,1891,0.411951,604,0,0.796117,1.0,0.971351,0.744105,0.962236,1891,206.0,127.785,16.34,0.971351,1.0,0.796117,0.962236
TRINITY_DN3_c0_g1_i1,1853,0.417701,590,0,0.79849,1.0,0.971041,0.69724,0.899239,1853,1726.0,1092.62,139.72,0.971041,1.0,0.79849,0.899239
TRINITY_DN13_c0_g1_i4,602,0.418605,200,0,0.705882,0.975083,0.954286,0.549265,0.836237,602,38.7626,75.5299,9.66,0.954286,0.975083,0.705882,0.836237
TRINITY_DN13_c0_g1_i1,1813,0.425814,603,2,0.814313,1.0,0.917084,0.611863,0.81932,1813,649.396,420.16,53.73,0.917084,1.0,0.814313,0.81932
TRINITY_DN13_c0_g1_i2,1801,0.406996,599,0,0.96875,1.0,0.942443,0.814099,0.891683,1801,261.058,170.03,21.74,0.942443,1.0,0.96875,0.891683
TRINITY_DN13_c0_g1_i3,1527,0.429601,492,1,0.929134,0.994761,0.94647,0.810829,0.926884,1527,240.688,184.892,23.64,0.94647,0.994761,0.929134,0.926884
TRINITY_DN13_c0_g1_i7,1806,0.408638,585,2,0.72956,1.0,0.947866,0.666382,0.963642,1806,179.471,116.568,14.91,0.947866,1.0,0.72956,0.963642
TRINITY_DN13_c0_g1_i5,1144,0.435315,365,0,0.632813,0.987762,0.913707,0.480142,0.840689,1144,168.092,172.355,22.04,0.913707,0.987762,0.632813,0.840689
TRINITY_DN13_c0_g1_i10,1522,0.427727,506,2,0.618557,0.994744,0.930683,0.523624,0.914381,1522,225.208,173.569,22.2,0.930683,0.994744,0.618557,0.914381
TRINITY_DN78_c0_g1_i2,3243,0.402097,1080,0,0.877193,1.0,0.940994,0.749607,0.908137,3243,529.044,191.359,24.47,0.940994,1.0,0.877193,0.908137
TRINITY_DN78_c0_g1_i1,4741,0.408775,1579,3,0.733538,1.0,0.932579,0.662741,0.968804,4741,692.956,171.45,21.92,0.932579,1.0,0.733538,0.968804
TRINITY_DN22_c0_g1_i1,1259,0.468626,419,0,0.789474,1.0,0.975889,0.671793,0.871962,1259,362.0,337.276,43.13,0.975889,1.0,0.789474,0.871962
TRINITY_DN22_c0_g2_i1,4305,0.388153,1420,0,0.848442,1.0,0.968646,0.814611,0.991204,4305,706.0,192.369,24.6,0.968646,1.0,0.848442,0.991204
TRINITY_DN22_c1_g1_i1,1003,0.401795,308,0,0.891892,0.993021,0.96551,0.719113,0.840949,1003,74.0,86.5434,11.07,0.96551,0.993021,0.891892,0.840949
TRINITY_DN22_c1_g2_i2,6905,0.38798,2278,0,0.839136,1.0,0.975755,0.81309,0.993038,6905,833.276,141.556,18.1,0.975755,1.0,0.839136,0.993038
TRINITY_DN22_c1_g3_i2,3445,0.381422,1123,1,0.911458,1.0,0.941751,0.839569,0.978101,3445,275.228,93.7144,11.98,0.941751,1.0,0.911458,0.978101
TRINITY_DN22_c1_g3_i3,1939,0.38886,621,3,0.767918,1.0,0.929083,0.676544,0.948258,1939,307.176,185.828,23.76,0.929083,1.0,0.767918,0.948258
TRINITY_DN22_c1_g3_i1,3187,0.391905,1061,0,0.781955,1.0,0.958888,0.73731,0.983333,3187,145.295,53.4777,6.84,0.958888,1.0,0.781955,0.983333
TRINITY_DN22_c1_g3_i4,1443,0.413721,480,0,0.844828,0.979903,0.94259,0.758302,0.971781,1443,62.0124,50.4098,6.45,0.94259,0.979903,0.844828,0.971781
TRINITY_DN22_c1_g4_i1,2607,0.437284,669,5,0.788509,1.0,0.948435,0.680849,0.91041,2607,823.508,370.536,47.38,0.948435,1.0,0.788509,0.91041
TRINITY_DN22_c1_g5_i1,2517,0.421136,813,0,0.850103,1.0,0.971492,0.769126,0.931294,2517,487.0,226.96,29.02,0.971492,1.0,0.850103,0.931294
TRINITY_DN22_c1_g6_i1,717,0.344491,238,0,0.583333,0.926081,0.974436,0.468869,0.890702,717,26.9731,44.1281,5.64,0.974436,0.926081,0.583333,0.890702
TRINITY_DN22_c1_g7_i1,578,0.406574,172,0,0.77551,0.99481,0.938916,0.584755,0.807272,578,49.0,99.4423,12.72,0.938916,0.99481,0.77551,0.807272
TRINITY_DN22_c1_g8_i1,838,0.396181,197,0,0.777778,1.0,0.961773,0.702583,0.939225,838,81.0,113.382,14.5,0.961773,1.0,0.777778,0.939225
TRINITY_DN22_c2_g1_i1,1928,0.378112,612,0,0.809203,1.0,0.96444,0.700763,0.897922,1928,891.0,542.093,69.32,0.96444,1.0,0.809203,0.897922
TRINITY_DN18_c0_g1_i1,655,0.467176,185,0,0.763006,1.0,0.970492,0.35583,0.480532,655,346.0,619.638,79.24,0.970492,1.0,0.763006,0.480532
TRINITY_DN40_c0_g1_i1,9372,0.361716,3092,0,0.827181,1.0,0.965153,0.760843,0.953012,9372,2466.0,308.648,39.47,0.965153,1.0,0.827181,0.953012
TRINITY_DN76_c0_g1_i1,1809,0.372582,587,0,0.779141,1.0,0.975123,0.753327,0.991535,1809,326.0,211.389,27.03,0.975123,1.0,0.779141,0.991535
TRINITY_DN59_c0_g1_i2,2233,0.413793,728,2,0.965909,1.0,0.971089,0.922458,0.983448,2233,248.922,130.761,16.72,0.971089,1.0,0.965909,0.983448
TRINITY_DN59_c0_g1_i1,1338,0.43423,303,0,0.589744,0.976084,0.981071,0.552594,0.978488,1338,53.9299,47.2799,6.05,0.981071,0.976084,0.589744,0.978488
TRINITY_DN59_c0_g1_i3,1397,0.402291,465,0,0.571429,0.934145,0.964366,0.420472,0.816806,1397,60.1485,50.5046,6.46,0.964366,0.934145,0.571429,0.816806
TRINITY_DN69_c0_g1_i1,1880,0.384574,594,0,0.810458,1.0,0.972563,0.711268,0.902371,1880,307.0,191.551,24.49,0.972563,1.0,0.810458,0.902371
TRINITY_DN39_c0_g1_i1,886,0.444695,250,0,0.797872,1.0,0.97193,0.757527,0.976854,886,94.0,124.451,15.91,0.97193,1.0,0.797872,0.976854
TRINITY_DN51_c0_g1_i1,2460,0.391463,792,0,0.818349,1.0,0.965668,0.702304,0.888708,2460,546.0,260.352,33.29,0.965668,1.0,0.818349,0.888708
TRINITY_DN56_c0_g1_i1,2614,0.369166,841,0,0.815217,1.0,0.967616,0.757867,0.960764,2614,644.0,288.99,36.95,0.967616,1.0,0.815217,0.960764
TRINITY_DN4_c0_g1_i1,712,0.502809,237,0,0.75,0.997191,0.979592,0.637215,0.869763,712,32.0,52.7197,6.74,0.979592,0.997191,0.75,0.869763
TRINITY_DN4_c1_g1_i1,3296,0.378944,1098,0,0.818541,1.0,0.971453,0.760605,0.956526,3296,3800.0,1352.38,172.94,0.971453,1.0,0.818541,0.956526
TRINITY_DN35_c0_g1_i2,1611,0.412166,506,2,0.918269,1.0,0.947589,0.82925,0.953006,1611,298.83,217.587,27.82,0.947589,1.0,0.918269,0.953006
TRINITY_DN35_c0_g1_i1,1611,0.413408,506,1,0.82716,1.0,0.938542,0.745638,0.960472,1611,106.077,77.2379,9.88,0.938542,1.0,0.82716,0.960472
TRINITY_DN35_c0_g1_i3,1611,0.409683,506,0,0.684685,1.0,0.919048,0.603718,0.959412,1611,124.092,90.3549,11.55,0.919048,1.0,0.684685,0.959412
TRINITY_DN21_c0_g1_i24,3777,0.45883,1258,0,0,0.0,1,0.01,0.997424,3777,0.009652,0.002998,0.0,1,0.0,0,0.997424
TRINITY_DN21_c0_g1_i8,2232,0.464606,729,1,0.91358,0.995968,0.946646,0.79786,0.92629,2232,343.644,180.6,23.09,0.946646,0.995968,0.91358,0.92629
TRINITY_DN21_c0_g1_i13,2238,0.436997,745,12,0.945568,1.0,0.946144,0.680495,0.760633,2238,3705.76,1942.32,248.38,0.946144,1.0,0.945568,0.760633
TRINITY_DN21_c0_g1_i1,3754,0.458444,975,0,0.880795,0.996271,0.938669,0.810379,0.983838,3754,218.137,68.1612,8.72,0.938669,0.996271,0.880795,0.983838
TRINITY_DN21_c0_g1_i22,3488,0.462443,1148,1,0.861635,0.998853,0.935924,0.800283,0.993523,3488,223.246,75.0776,9.6,0.935924,0.998853,0.861635,0.993523
TRINITY_DN21_c0_g1_i3,2221,0.438991,538,6,0.758155,1.0,0.944424,0.627211,0.875968,2221,1213.04,640.662,81.93,0.944424,1.0,0.758155,0.875968
TRINITY_DN21_c0_g1_i9,3434,0.453698,975,0,0.87218,0.998835,0.939134,0.79239,0.968526,3434,422.024,144.158,18.43,0.939134,0.998835,0.87218,0.968526
TRINITY_DN21_c0_g1_i17,3777,0.4583,1258,14,0.900881,0.999735,0.935891,0.803541,0.953301,3777,2107.26,654.447,83.69,0.935891,0.999735,0.900881,0.953301
TRINITY_DN21_c0_g1_i11,3512,0.462699,1156,13,0.848561,0.999431,0.943855,0.796049,0.994487,3512,1197.5,399.966,51.15,0.943855,0.999431,0.848561,0.994487
TRINITY_DN21_c0_g1_i23,3380,0.462426,1112,12,0.91885,0.999408,0.9484,0.833616,0.957165,3380,1832.19,635.851,81.31,0.9484,0.999408,0.91885,0.957165
TRINITY_DN21_c0_g1_i6,3645,0.458436,1214,94,0.648059,1.0,0.938268,0.580005,0.953872,3645,4566.56,1469.58,187.92,0.938268,1.0,0.648059,0.953872
TRINITY_DN85_c0_g1_i1,3814,0.432092,1244,0,0.782895,1.0,0.969393,0.727834,0.959023,3814,456.0,140.245,17.93,0.969393,1.0,0.782895,0.959023
TRINITY_DN54_c0_g1_i7,3585,0.432357,1178,1,0.938272,0.96318,0.952679,0.840702,0.976471,3585,115.7,37.8572,4.84,0.952679,0.96318,0.938272,0.976471
TRINITY_DN54_c0_g1_i5,3588,0.430045,1179,0,0.954545,0.972965,0.967383,0.889014,0.989501,3588,82.7538,27.0545,3.46,0.967383,0.972965,0.954545,0.989501
TRINITY_DN54_c0_g1_i4,3560,0.432303,1180,1,0.963855,0.96882,0.973333,0.88937,0.978511,3560,114.669,37.7834,4.83,0.973333,0.96882,0.963855,0.978511
TRINITY_DN54_c0_g1_i3,3557,0.434636,1179,0,0.978261,0.971886,0.983673,0.922636,0.986528,3557,67.8512,22.3757,2.86,0.983673,0.971886,0.978261,0.986528
TRINITY_DN54_c0_g1_i1,3585,0.434031,1178,1,0.967213,1.0,0.961619,0.919631,0.988754,3585,176.653,57.8011,7.39,0.961619,1.0,0.967213,0.988754
TRINITY_DN54_c0_g1_i6,3557,0.436323,1179,5,0.786517,1.0,0.955352,0.721614,0.960359,3557,206.926,68.2392,8.73,0.955352,1.0,0.786517,0.960359
TRINITY_DN54_c0_g1_i2,3588,0.428372,1179,1,0.678082,0.996377,0.959468,0.629852,0.971632,3588,150.446,49.1847,6.29,0.959468,0.996377,0.678082,0.971632
TRINITY_DN86_c0_g1_i1,2527,0.39533,811,0,0.80678,1.0,0.970652,0.752149,0.960473,2527,591.0,274.338,35.08,0.970652,1.0,0.80678,0.960473
TRINITY_DN93_c0_g1_i1,1502,0.364181,484,0,0.898438,1.0,0.970253,0.825689,0.947204,1502,128.0,99.9639,12.78,0.970253,1.0,0.898438,0.947204
TRINITY_DN77_c0_g1_i1,799,0.409262,234,0,0.765517,1.0,0.959991,0.385692,0.52483,799,727.0,1067.31,136.48,0.959991,1.0,0.765517,0.52483
TRINITY_DN31_c0_g1_i1,5016,0.383772,1610,1,0.898551,0.999402,0.950737,0.763502,0.894267,5016,311.359,72.8125,9.31,0.950737,0.999402,0.898551,0.894267
TRINITY_DN31_c0_g1_i3,4324,0.375116,1440,2,0.944056,0.998612,0.968609,0.90294,0.988817,4324,508.908,138.056,17.65,0.968609,0.998612,0.944056,0.988817
TRINITY_DN31_c0_g1_i2,600,0.436667,199,117,0.075758,0.87,0.853462,0.024354,0.43296,600,311.452,608.896,77.86,0.853462,0.87,0.075758,0.43296
TRINITY_DN31_c0_g1_i5,4942,0.383246,1646,30,0.609434,0.998786,0.946611,0.557783,0.968043,4942,597.281,141.768,18.13,0.946611,0.998786,0.609434,0.968043
TRINITY_DN20_c0_g1_i1,1420,0.340141,455,0,0.824957,1.0,0.968866,0.717871,0.898156,1420,578.0,477.466,61.06,0.968866,1.0,0.824957,0.898156
TRINITY_DN20_c1_g1_i1,1482,0.373819,466,0,0.837838,1.0,0.973312,0.73417,0.900295,1482,148.0,117.143,14.98,0.973312,1.0,0.837838,0.900295
TRINITY_DN0_c0_g1_i7,5405,0.368918,1346,47,0.945719,1.0,0.943883,0.803295,0.899901,5405,13366.2,2900.79,370.94,0.943883,1.0,0.945719,0.899901
TRINITY_DN0_c0_g1_i6,5059,0.381301,1155,9,0.911123,1.0,0.948885,0.747966,0.86515,5059,2677.0,620.707,79.37,0.948885,1.0,0.911123,0.86515
TRINITY_DN0_c0_g1_i3,5324,0.384673,1155,44,0.987288,1.0,0.942288,0.251338,0.270166,5324,18682.9,4116.33,526.38,0.942288,1.0,0.987288,0.270166
TRINITY_DN0_c0_g1_i8,5324,0.382983,1155,66,0.767043,1.0,0.941816,0.234142,0.324111,5324,9567.38,2107.94,269.55,0.941816,1.0,0.767043,0.324111
TRINITY_DN0_c0_g1_i11,1298,0.342835,432,4,0.714286,0.973035,0.951587,0.607953,0.919223,1298,104.682,94.6021,12.1,0.951587,0.973035,0.714286,0.919223
TRINITY_DN0_c0_g1_i10,3929,0.376941,1309,34,0.642251,1.0,0.9343,0.575705,0.959421,3929,1266.5,378.117,48.35,0.9343,1.0,0.642251,0.959421
TRINITY_DN0_c0_g1_i12,5104,0.365987,1346,33,0.672001,1.0,0.943506,0.630128,0.993835,5104,6969.88,1601.83,204.84,0.943506,1.0,0.672001,0.993835
TRINITY_DN0_c0_g1_i15,3929,0.373377,1309,19,0.635359,1.0,0.929804,0.573666,0.971066,3929,472.66,141.114,18.05,0.929804,1.0,0.635359,0.971066
TRINITY_DN0_c0_g1_i9,3929,0.373886,1309,48,0.585172,1.0,0.941056,0.52354,0.950716,3929,2051.39,612.449,78.32,0.941056,1.0,0.585172,0.950716
TRINITY_DN0_c0_g1_i5,3929,0.374141,1309,93,0.478307,1.0,0.927579,0.437613,0.986352,3929,3968.07,1184.68,151.49,0.927579,1.0,0.478307,0.986352
TRINITY_DN17_c0_g1_i1,4438,0.367959,1451,0,0.826851,1.0,0.969907,0.772864,0.963709,4438,1595.0,421.576,53.91,0.969907,1.0,0.826851,0.963709
TRINITY_DN83_c0_g1_i1,4132,0.391578,1377,0,0.756014,1.0,0.972826,0.718707,0.977208,4132,292.0,82.8945,10.6,0.972826,1.0,0.756014,0.977208
TRINITY_DN83_c0_g2_i1,2813,0.381443,937,0,0.801105,1.0,0.971078,0.745848,0.958753,2813,181.0,75.4765,9.65,0.971078,1.0,0.801105,0.958753
TRINITY_DN87_c0_g1_i2,1876,0.417377,598,5,0.849383,1.0,0.964143,0.066876,0.081664,1876,900.887,563.301,72.03,0.964143,1.0,0.849383,0.081664
TRINITY_DN87_c0_g1_i1,1888,0.420021,598,22,0.847026,1.0,0.968953,0.718663,0.875641,1888,9005.08,5594.85,715.45,0.968953,1.0,0.847026,0.875641
TRINITY_DN87_c0_g2_i1,1885,0.406897,598,3,0.537081,1.0,0.96571,0.203277,0.391923,1885,846.343,526.669,67.35,0.96571,1.0,0.537081,0.391923
TRINITY_DN49_c0_g1_i1,1335,0.392509,427,0,0.827381,1.0,0.970823,0.71854,0.894551,1335,336.0,295.23,37.75,0.970823,1.0,0.827381,0.894551
TRINITY_DN89_c0_g1_i1,1168,0.432363,373,0,0.732877,1.0,0.951779,0.668883,0.958922,1168,146.0,146.627,18.75,0.951779,1.0,0.732877,0.958922
TRINITY_DN164_c0_g1_i1,1644,0.371046,533,0,0.840426,1.0,0.967465,0.755915,0.929691,1644,188.0,134.14,17.15,0.967465,1.0,0.840426,0.929691
TRINITY_DN103_c0_g1_i1,554,0.480144,184,0,0.783333,1.0,0.969025,0.388291,0.511536,554,60.0,127.041,16.25,0.969025,1.0,0.783333,0.511536
TRINITY_DN106_c0_g1_i1,1044,0.469349,329,0,0.801527,1.0,0.975303,0.706391,0.903624,1044,131.0,147.188,18.82,0.975303,1.0,0.801527,0.903624
TRINITY_DN141_c0_g1_i1,2753,0.404649,898,0,0.842809,1.0,0.97174,0.787881,0.962014,2753,299.0,127.4,16.29,0.97174,1.0,0.842809,0.962014
TRINITY_DN150_c0_g1_i1,2054,0.391918,668,0,0.808889,1.0,0.963496,0.749634,0.961857,2054,225.0,128.495,16.43,0.963496,1.0,0.808889,0.961857
TRINITY_DN161_c0_g1_i1,1657,0.403138,551,0,0.793814,0.996379,0.978982,0.703054,0.907968,1657,97.0,68.6677,8.78,0.978982,0.996379,0.793814,0.907968
TRINITY_DN135_c0_g1_i1,3284,0.408952,1079,0,0.844311,1.0,0.963614,0.78075,0.959635,3284,501.0,178.952,22.88,0.963614,1.0,0.844311,0.959635
TRINITY_DN121_c0_g1_i2,811,0.45746,254,0,0.980198,1.0,0.922465,0.794701,0.878901,811,161.361,233.389,29.84,0.922465,1.0,0.980198,0.878901
TRINITY_DN121_c0_g1_i1,811,0.463625,254,0,0.576923,1.0,0.909122,0.088949,0.169591,811,108.639,157.133,20.09,0.909122,1.0,0.576923,0.169591
TRINITY_DN171_c0_g1_i1,879,0.465301,269,0,0.82,1.0,0.934043,0.69906,0.912712,879,50.0,66.7243,8.53,0.934043,1.0,0.82,0.912712
TRINITY_DN119_c0_g1_i1,1227,0.396088,401,0,0.777778,1.0,0.964367,0.648001,0.863929,1227,198.0,189.288,24.21,0.964367,1.0,0.777778,0.863929
TRINITY_DN158_c0_g1_i1,1455,0.411684,454,0,0.814286,1.0,0.954331,0.693465,0.892378,1455,140.0,112.867,14.43,0.954331,1.0,0.814286,0.892378
TRINITY_DN143_c0_g1_i1,663,0.423831,220,0,0.6875,1.0,0.945238,0.529565,0.814902,663,64.0,113.232,14.48,0.945238,1.0,0.6875,0.814902
TRINITY_DN143_c1_g1_i1,816,0.443627,246,0,0.753623,1.0,0.939787,0.472261,0.666804,816,69.0,99.1886,12.68,0.939787,1.0,0.753623,0.666804
TRINITY_DN128_c0_g1_i1,1683,0.411765,560,0,0.75,1.0,0.96284,0.693246,0.960001,1683,92.0,64.1219,8.2,0.96284,1.0,0.75,0.960001
TRINITY_DN120_c0_g1_i1,808,0.459158,251,0,0.836735,1.0,0.952646,0.700343,0.878601,808,66.2301,96.1495,12.3,0.952646,1.0,0.836735,0.878601
TRINITY_DN120_c0_g1_i4,817,0.456548,254,0,0.833333,0.974296,0.962406,0.592319,0.758032,817,72.7699,104.48,13.36,0.962406,0.974296,0.833333,0.758032
TRINITY_DN112_c0_g1_i1,1805,0.364543,583,0,0.816092,1.0,0.973508,0.691551,0.870453,1805,174.0,113.077,14.46,0.973508,1.0,0.816092,0.870453
TRINITY_DN112_c1_g1_i1,1601,0.406621,533,0,0.856164,1.0,0.966157,0.771274,0.932403,1601,146.0,106.971,13.68,0.966157,1.0,0.856164,0.932403
TRINITY_DN160_c0_g1_i1,1077,0.421541,358,0,0.846847,1.0,0.961672,0.733535,0.900718,1077,111.0,120.896,15.46,0.961672,1.0,0.846847,0.900718
TRINITY_DN160_c0_g2_i1,1085,0.425806,339,0,0.703125,1.0,0.960944,0.647587,0.958445,1085,64.0,69.1916,8.85,0.960944,1.0,0.703125,0.958445
TRINITY_DN174_c0_g1_i1,659,0.411229,219,2,0.563492,1.0,0.8114,0.299157,0.654299,659,123.69,220.167,28.15,0.8114,1.0,0.563492,0.654299
TRINITY_DN109_c0_g1_i1,2801,0.388433,918,0,0.844262,1.0,0.967388,0.787292,0.963957,2801,488.143,204.427,26.14,0.967388,1.0,0.844262,0.963957
TRINITY_DN140_c0_g1_i1,2197,0.411925,731,0,0.791304,1.0,0.964494,0.756004,0.99056,2197,115.0,61.4003,7.85,0.964494,1.0,0.791304,0.99056
TRINITY_DN140_c0_g1_i2,567,0.37037,189,0,0.686275,1.0,0.97907,0.613756,0.913448,567,51.0,105.509,13.49,0.97907,1.0,0.686275,0.913448
TRINITY_DN196_c0_g1_i4,1466,0.388813,469,1,0.958333,0.991814,0.94397,0.870248,0.969924,1466,60.4274,48.3507,6.18,0.94397,0.991814,0.958333,0.969924
TRINITY_DN196_c0_g1_i3,1466,0.392224,469,0,0.846154,0.960437,0.926923,0.736849,0.978175,1466,24.2814,19.4287,2.48,0.926923,0.960437,0.846154,0.978175
TRINITY_DN196_c0_g1_i2,1183,0.393068,393,0,0.884615,0.98563,0.973399,0.801818,0.944749,1183,39.9335,39.5964,5.06,0.973399,0.98563,0.884615,0.944749
TRINITY_DN196_c0_g1_i1,1183,0.388842,393,0,0.673469,1.0,0.955594,0.607784,0.944405,1183,44.3577,43.9832,5.62,0.955594,1.0,0.673469,0.944405
TRINITY_DN151_c0_g1_i1,2262,0.362953,730,0,0.841328,1.0,0.977899,0.789436,0.959527,2262,271.0,140.533,17.97,0.977899,1.0,0.841328,0.959527
TRINITY_DN184_c0_g1_i2,789,0.392902,237,1,0.741176,1.0,0.918388,0.663267,0.974408,789,131.762,195.892,25.05,0.918388,1.0,0.741176,0.974408
TRINITY_DN184_c0_g1_i1,983,0.381485,298,0,0.797619,1.0,0.950995,0.71379,0.941015,983,98.7906,117.887,15.07,0.950995,1.0,0.797619,0.941015
TRINITY_DN184_c0_g2_i1,760,0.407895,252,0,0.70318,1.0,0.971786,0.307767,0.450386,760,283.0,436.793,55.86,0.971786,1.0,0.70318,0.450386
TRINITY_DN184_c0_g3_i1,780,0.369231,259,0,0.817308,1.0,0.967669,0.543323,0.686982,780,105.447,158.578,20.28,0.967669,1.0,0.817308,0.686982
TRINITY_DN149_c0_g1_i4,1382,0.418958,440,0,1.0,1.0,0.934857,0.894866,0.957222,1382,37.3036,31.6625,4.05,0.934857,1.0,1.0,0.957222
TRINITY_DN149_c0_g1_i1,1370,0.416058,426,1,0.960784,1.0,0.956303,0.816936,0.889133,1370,72.1343,61.7624,7.9,0.956303,1.0,0.960784,0.889133
TRINITY_DN149_c0_g1_i2,1388,0.43804,442,0,0.961538,1.0,0.933493,0.876629,0.976648,1388,63.5755,53.7283,6.87,0.933493,1.0,0.961538,0.976648
TRINITY_DN149_c0_g1_i3,1376,0.43532,428,0,0.792683,1.0,0.934888,0.665063,0.897436,1376,79.9866,68.1871,8.72,0.934888,1.0,0.792683,0.897436
TRINITY_DN136_c0_g1_i1,2132,0.383208,684,0,0.870787,1.0,0.96834,0.811345,0.962202,2132,178.0,97.9345,12.52,0.96834,1.0,0.870787,0.962202
TRINITY_DN175_c0_g1_i1,694,0.416427,206,0,0.838235,1.0,0.935604,0.417915,0.532881,694,73.5034,124.237,15.89,0.935604,1.0,0.838235,0.532881
TRINITY_DN175_c0_g1_i2,694,0.42219,206,1,0.803279,0.987032,0.920843,0.6728,0.921516,694,72.4966,122.535,15.67,0.920843,0.987032,0.803279,0.921516
TRINITY_DN172_c0_g1_i1,638,0.438871,212,0,0.864865,0.968652,0.972257,0.726313,0.891716,638,37.0,68.0274,8.7,0.972257,0.968652,0.864865,0.891716
TRINITY_DN172_c0_g2_i1,668,0.452096,209,0,0.681818,1.0,0.990734,0.240999,0.356771,668,22.0,38.6322,4.94,0.990734,1.0,0.681818,0.356771
TRINITY_DN188_c0_g1_i1,2471,0.389721,823,0,0.72,1.0,0.974371,0.682721,0.973165,2471,175.0,83.0746,10.62,0.974371,1.0,0.72,0.973165
TRINITY_DN147_c0_g1_i1,1614,0.438662,514,0,0.842105,0.990087,0.960782,0.785886,0.981059,1614,114.0,82.8523,10.59,0.960782,0.990087,0.842105,0.981059
TRINITY_DN113_c0_g1_i2,1606,0.407846,534,0,0.853846,1.0,0.960309,0.739643,0.902052,1606,636.059,464.574,59.41,0.960309,1.0,0.853846,0.902052
TRINITY_DN113_c0_g1_i3,1597,0.413275,531,1,0.888889,1.0,0.935742,0.500491,0.601718,1597,192.187,141.163,18.05,0.935742,1.0,0.888889,0.601718
TRINITY_DN113_c0_g1_i1,1597,0.418284,531,4,0.463415,0.994991,0.948371,0.258806,0.591845,1597,166.101,122.003,15.6,0.948371,0.994991,0.463415,0.591845
TRINITY_DN113_c0_g1_i4,1631,0.418761,523,0,0.726257,1.0,0.953454,0.666901,0.9631,1631,379.653,273.046,34.92,0.953454,1.0,0.726257,0.9631
TRINITY_DN101_c0_g1_i1,1636,0.389976,515,0,0.795,1.0,0.975487,0.695448,0.896759,1636,200.0,143.4,18.34,0.975487,1.0,0.795,0.896759
TRINITY_DN195_c0_g1_i4,1053,0.480532,350,0,1.0,0.897436,0.953061,0.560934,0.655825,1053,40.5301,45.1494,5.77,0.953061,0.897436,1.0,0.655825
TRINITY_DN195_c0_g1_i1,1053,0.481481,350,1,0.986301,1.0,0.978454,0.918218,0.951471,1053,107.874,120.169,15.37,0.978454,1.0,0.986301,0.951471
TRINITY_DN195_c0_g1_i3,1097,0.47402,365,0,0.863636,1.0,0.972302,0.807763,0.961948,1097,142.585,152.465,19.5,0.972302,1.0,0.863636,0.961948
TRINITY_DN195_c0_g1_i2,1097,0.473108,365,0,0.644068,0.995442,0.945429,0.57505,0.948701,1097,61.0103,65.2378,8.34,0.945429,0.995442,0.644068,0.948701
TRINITY_DN157_c0_g1_i1,1127,0.393966,365,0,0.746269,1.0,0.974969,0.648862,0.891798,1127,134.0,139.471,17.83,0.974969,1.0,0.746269,0.891798
TRINITY_DN133_c0_g1_i1,2862,0.41789,953,0,0.748485,1.0,0.9641,0.705422,0.977561,2862,330.0,135.253,17.3,0.9641,1.0,0.748485,0.977561
TRINITY_DN155_c0_g1_i1,1220,0.35082,387,0,0.754839,1.0,0.97521,0.658924,0.895123,1220,155.0,149.03,19.06,0.97521,1.0,0.754839,0.895123
TRINITY_DN110_c0_g1_i1,700,0.412857,232,0,0.725,1.0,0.979296,0.668837,0.942038,700,40.0,67.0293,8.57,0.979296,1.0,0.725,0.942038
