index	name	xprs_tpm_kallisto	xprs_count_kallisto	xprs_tpm_rsem_x	xprs_count_rsem_x	xprs_tpm_rsem_y	xprs_count_rsem_y	length	tr_good	tr_bases_covered	tr_seq_true	tr_score	tr_not_segmented	component_contribute_xprs_tpm_kallisto	component_contribute_xprs_count_kallisto	component_contribute_xprs_tpm_rsem_x	component_contribute_xprs_count_rsem_x	component_contribute_xprs_tpm_rsem_y	component_contribute_xprs_count_rsem_y	component_relative_xprs_tpm_kallisto	component_relative_xprs_count_kallisto	component_relative_xprs_tpm_rsem_x	component_relative_xprs_count_rsem_x	component_relative_xprs_tpm_rsem_y	component_relative_xprs_count_rsem_y	component	index_component	component_tot_xprs_tpm_kallisto	component_tot_xprs_count_kallisto	component_tot_xprs_tpm_rsem_x	component_tot_xprs_count_rsem_x	component_tot_xprs_tpm_rsem_y	component_tot_xprs_count_rsem_y	component_avg_xprs_tpm_kallisto	component_avg_xprs_count_kallisto	component_avg_xprs_tpm_rsem_x	component_avg_xprs_count_rsem_x	component_avg_xprs_tpm_rsem_y	component_avg_xprs_count_rsem_y	component_max_xprs_tpm_kallisto	component_max_xprs_count_kallisto	component_max_xprs_tpm_rsem_x	component_max_xprs_count_rsem_x	component_max_xprs_tpm_rsem_y	component_max_xprs_count_rsem_y	component_size	component_component
64	TRINITY_DN34_c0_g1_i6	355.851	265.744	326.14	191.91	326.14	191.91	934	0.84	0.996	0.91	0.593	0.78	0.68	0.61	0.626	0.552	0.626	0.552	1.0	1.0	1.0	1.0	1.0	1.0	51	51	523.283	435.605	521.14	347.61	521.14	347.61	261.642	217.802	260.57	173.805	260.57	173.805	355.851	265.744	326.14	191.91	326.14	191.91	2	51
65	TRINITY_DN34_c0_g1_i7	21.197	21.504	91.03	72.68	91.03	72.68	1204	0.725	1.0	0.866	0.496	0.789	0.073	0.073	0.282	0.282	0.282	0.282	0.079	0.079	0.394	0.394	0.394	0.394	50	50	288.984	293.176	322.29	257.34	322.29	257.34	144.492	146.588	161.145	128.67	161.145	128.67	267.787	271.672	231.26	184.66	231.26	184.66	2	50
66	TRINITY_DN34_c0_g1_i2	98.876	100.311	85.75	68.47	85.75	68.47	1204	0.899	0.993	0.886	0.675	0.855	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	52	52	98.876	100.311	85.75	68.47	85.75	68.47	98.876	100.311	85.75	68.47	85.75	68.47	98.876	100.311	85.75	68.47	85.75	68.47	1	52
67	TRINITY_DN34_c0_g1_i4	167.432	169.861	195.0	155.7	195.0	155.7	1204	0.653	1.0	0.824	0.474	0.882	0.32	0.39	0.374	0.448	0.374	0.448	0.471	0.639	0.598	0.811	0.598	0.811	51	51	523.283	435.605	521.14	347.61	521.14	347.61	261.642	217.802	260.57	173.805	260.57	173.805	355.851	265.744	326.14	191.91	326.14	191.91	2	51
68	TRINITY_DN34_c0_g2_i1	161.04	177.908	159.42	138.58	159.42	138.58	1295	0.719	1.0	0.954	0.655	0.955	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	53	53	161.04	177.908	159.42	138.58	159.42	138.58	161.04	177.908	159.42	138.58	159.42	138.58	161.04	177.908	159.42	138.58	159.42	138.58	1	53
69	TRINITY_DN74_c0_g1_i1	119.023	144.0	128.19	122.0	128.19	122.0	1401	0.752	1.0	0.965	0.69	0.951	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	54	54	119.023	144.0	128.19	122.0	128.19	122.0	119.023	144.0	128.19	122.0	128.19	122.0	119.023	144.0	128.19	122.0	128.19	122.0	1	54
70	TRINITY_DN15_c0_g1_i1	457.024	1636.0	457.48	1286.0	457.48	1286.0	3791	0.827	1.0	0.968	0.772	0.964	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	55	55	457.024	1636.0	457.48	1286.0	457.48	1286.0	457.024	1636.0	457.48	1286.0	457.48	1286.0	457.024	1636.0	457.48	1286.0	457.48	1286.0	1	55
71	TRINITY_DN73_c0_g1_i1	208.428	340.0	206.65	265.0	206.65	265.0	1826	0.861	1.0	0.972	0.816	0.975	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	56	56	208.428	340.0	206.65	265.0	206.65	265.0	208.428	340.0	206.65	265.0	206.65	265.0	208.428	340.0	206.65	265.0	206.65	265.0	1	56
72	TRINITY_DN94_c0_g1_i1	354.208	706.0	350.51	549.0	350.51	549.0	2191	0.809	1.0	0.969	0.707	0.902	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	57	57	354.208	706.0	350.51	549.0	350.51	549.0	354.208	706.0	350.51	549.0	350.51	549.0	354.208	706.0	350.51	549.0	350.51	549.0	1	57
73	TRINITY_DN94_c0_g2_i1	104.128	79.0	105.39	63.0	105.39	63.0	946	0.835	1.0	0.964	0.708	0.879	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	58	58	104.128	79.0	105.39	63.0	105.39	63.0	104.128	79.0	105.39	63.0	105.39	63.0	104.128	79.0	105.39	63.0	105.39	63.0	1	58
74	TRINITY_DN57_c0_g1_i1	178.294	410.0	178.23	322.0	178.23	322.0	2500	0.82	1.0	0.967	0.764	0.963	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	59	59	178.294	410.0	178.23	322.0	178.23	322.0	178.294	410.0	178.23	322.0	178.23	322.0	178.294	410.0	178.23	322.0	178.23	322.0	1	59
75	TRINITY_DN32_c0_g2_i2	11.068	13.841	104.81	103.09	104.81	103.09	1442	0.933	1.0	0.955	0.744	0.835	0.022	0.017	0.186	0.16	0.186	0.16	0.048	0.03	0.448	0.276	0.448	0.276	60	60	499.893	799.0	565.0	645.0	565.0	645.0	99.979	159.8	113.0	129.0	113.0	129.0	228.468	463.986	233.97	373.39	233.97	373.39	5	60
76	TRINITY_DN32_c0_g2_i4	228.468	463.986	233.97	373.39	233.97	373.39	2229	0.907	0.999	0.958	0.827	0.953	0.457	0.581	0.414	0.579	0.414	0.579	1.0	1.0	1.0	1.0	1.0	1.0	60	60	499.893	799.0	565.0	645.0	565.0	645.0	99.979	159.8	113.0	129.0	113.0	129.0	228.468	463.986	233.97	373.39	233.97	373.39	5	60
77	TRINITY_DN32_c0_g2_i6	57.364	30.496	122.03	51.21	122.03	51.21	717	0.714	0.922	0.915	0.555	0.92	0.115	0.038	0.216	0.079	0.216	0.079	0.251	0.066	0.522	0.137	0.522	0.137	60	60	499.893	799.0	565.0	645.0	565.0	645.0	99.979	159.8	113.0	129.0	113.0	129.0	228.468	463.986	233.97	373.39	233.97	373.39	5	60
78	TRINITY_DN32_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0	2076	0.686	0.889	0.965	0.373	0.634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60	60	499.893	799.0	565.0	645.0	565.0	645.0	99.979	159.8	113.0	129.0	113.0	129.0	228.468	463.986	233.97	373.39	233.97	373.39	5	60
79	TRINITY_DN32_c0_g2_i3	202.993	290.677	104.19	117.31	104.19	117.31	1625	0.628	0.945	0.951	0.528	0.936	0.406	0.364	0.184	0.182	0.184	0.182	0.888	0.626	0.445	0.314	0.445	0.314	60	60	499.893	799.0	565.0	645.0	565.0	645.0	99.979	159.8	113.0	129.0	113.0	129.0	228.468	463.986	233.97	373.39	233.97	373.39	5	60
80	TRINITY_DN32_c0_g1_i4	171.399	197.51	228.53	207.19	228.53	207.19	1343	0.921	0.976	0.925	0.274	0.33	0.561	0.612	0.626	0.674	0.626	0.674	1.0	1.0	1.0	1.0	1.0	1.0	61	61	305.715	322.636	365.32	307.57	365.32	307.57	61.143	64.527	73.064	61.514	73.064	61.514	171.399	197.51	228.53	207.19	228.53	207.19	5	61
81	TRINITY_DN32_c0_g1_i7	67.496	77.979	68.96	62.68	68.96	62.68	1346	0.889	0.941	0.922	0.616	0.8	0.221	0.242	0.189	0.204	0.189	0.204	0.394	0.395	0.302	0.303	0.302	0.303	61	61	305.715	322.636	365.32	307.57	365.32	307.57	61.143	64.527	73.064	61.514	73.064	61.514	171.399	197.51	228.53	207.19	228.53	207.19	5	61
82	TRINITY_DN32_c0_g1_i5	257.361	226.134	222.82	154.17	222.82	154.17	1067	0.654	0.992	0.863	0.431	0.769	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	62	62	257.361	226.134	222.82	154.17	222.82	154.17	257.361	226.134	222.82	154.17	222.82	154.17	257.361	226.134	222.82	154.17	222.82	154.17	1	62
83	TRINITY_DN32_c0_g1_i11	0.0	0.0	0.0	0.0	0.0	0.0	932	0.495	0.988	0.889	0.263	0.605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61	61	305.715	322.636	365.32	307.57	365.32	307.57	61.143	64.527	73.064	61.514	73.064	61.514	171.399	197.51	228.53	207.19	228.53	207.19	5	61
84	TRINITY_DN32_c0_g1_i2	56.939	40.15	67.56	37.55	67.56	37.55	892	1.0	1.0	0.913	0.723	0.791	0.186	0.124	0.185	0.122	0.185	0.122	0.332	0.203	0.296	0.181	0.296	0.181	61	61	305.715	322.636	365.32	307.57	365.32	307.57	61.143	64.527	73.064	61.514	73.064	61.514	171.399	197.51	228.53	207.19	228.53	207.19	5	61
85	TRINITY_DN32_c0_g1_i3	74.073	52.232	74.12	41.19	74.12	41.19	892	0.804	0.991	0.949	0.655	0.867	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	63	63	74.073	52.232	74.12	41.19	74.12	41.19	74.073	52.232	74.12	41.19	74.12	41.19	74.073	52.232	74.12	41.19	74.12	41.19	1	63
86	TRINITY_DN32_c0_g1_i8	9.881	6.997	0.27	0.15	0.27	0.15	895	0.542	0.992	0.904	0.415	0.855	0.032	0.022	0.001	0.0	0.001	0.0	0.058	0.035	0.001	0.001	0.001	0.001	61	61	305.715	322.636	365.32	307.57	365.32	307.57	61.143	64.527	73.064	61.514	73.064	61.514	171.399	197.51	228.53	207.19	228.53	207.19	5	61
87	TRINITY_DN43_c0_g1_i1	312.463	541.0	318.9	434.0	318.9	434.0	1927	0.802	1.0	0.972	0.721	0.925	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64	64	312.463	541.0	318.9	434.0	318.9	434.0	312.463	541.0	318.9	434.0	318.9	434.0	312.463	541.0	318.9	434.0	318.9	434.0	1	64
88	TRINITY_DN1_c0_g1_i1	3517.72	6122.0	3539.64	4842.0	3539.64	4842.0	1936	0.813	1.0	0.966	0.707	0.9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	65	65	3517.72	6122.0	3539.64	4842.0	3539.64	4842.0	3517.72	6122.0	3539.64	4842.0	3539.64	4842.0	3517.72	6122.0	3539.64	4842.0	3539.64	4842.0	1	65
89	TRINITY_DN1_c1_g1_i1	49.212	51.0	42.91	35.0	42.91	35.0	1226	0.847	0.98	0.919	0.683	0.895	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	66	66	49.212	51.0	42.91	35.0	42.91	35.0	49.212	51.0	42.91	35.0	42.91	35.0	49.212	51.0	42.91	35.0	42.91	35.0	1	66
90	TRINITY_DN1_c1_g2_i1	43.159	14.0	46.69	12.0	46.69	12.0	508	0.8	0.992	0.966	0.696	0.907	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	67	67	43.159	14.0	46.69	12.0	46.69	12.0	43.159	14.0	46.69	12.0	46.69	12.0	43.159	14.0	46.69	12.0	46.69	12.0	1	67
91	TRINITY_DN1_c1_g3_i1	74.824	40.0	73.47	31.0	73.47	31.0	720	0.7	1.0	0.983	0.579	0.842	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	68	68	74.824	40.0	73.47	31.0	73.47	31.0	74.824	40.0	73.47	31.0	73.47	31.0	74.824	40.0	73.47	31.0	73.47	31.0	1	68
92	TRINITY_DN1_c2_g1_i1	278.274	130.0	238.45	88.0	238.45	88.0	652	0.616	0.997	0.967	0.067	0.113	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	69	69	278.274	130.0	238.45	88.0	238.45	88.0	278.274	130.0	238.45	88.0	238.45	88.0	278.274	130.0	238.45	88.0	238.45	88.0	1	69
93	TRINITY_DN1_c2_g2_i2	103.193	66.626	100.7	51.26	100.7	51.26	832	0.879	0.993	0.963	0.646	0.768	0.691	0.694	0.68	0.683	0.68	0.683	1.0	1.0	1.0	1.0	1.0	1.0	70	70	149.326	96.0	147.98	75.0	147.98	75.0	74.663	48.0	73.99	37.5	73.99	37.5	103.193	66.626	100.7	51.26	100.7	51.26	2	70
94	TRINITY_DN1_c2_g2_i1	46.133	29.374	47.28	23.74	47.28	23.74	823	0.667	0.993	0.951	0.543	0.863	0.309	0.306	0.32	0.317	0.32	0.317	0.447	0.441	0.47	0.463	0.47	0.463	70	70	149.326	96.0	147.98	75.0	147.98	75.0	74.663	48.0	73.99	37.5	73.99	37.5	103.193	66.626	100.7	51.26	100.7	51.26	2	70
95	TRINITY_DN1_c2_g3_i1	521.941	175.0	399.12	106.0	399.12	106.0	519	0.479	0.998	0.825	0.143	0.363	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	71	71	521.941	175.0	399.12	106.0	399.12	106.0	521.941	175.0	399.12	106.0	399.12	106.0	521.941	175.0	399.12	106.0	399.12	106.0	1	71
96	TRINITY_DN63_c0_g1_i1	290.962	232.0	304.09	191.0	304.09	191.0	985	0.745	1.0	0.957	0.461	0.647	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	72	72	290.962	232.0	304.09	191.0	304.09	191.0	290.962	232.0	304.09	191.0	304.09	191.0	290.962	232.0	304.09	191.0	304.09	191.0	1	72
97	TRINITY_DN42_c0_g1_i1	181.023	578.0	179.45	450.0	179.45	450.0	3401	0.834	1.0	0.97	0.771	0.953	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	73	73	181.023	578.0	179.45	450.0	179.45	450.0	181.023	578.0	179.45	450.0	179.45	450.0	181.023	578.0	179.45	450.0	179.45	450.0	1	73
98	TRINITY_DN47_c0_g1_i1	320.011	331.0	320.62	261.0	320.62	261.0	1224	0.816	1.0	0.97	0.621	0.784	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	74	74	320.011	331.0	320.62	261.0	320.62	261.0	320.011	331.0	320.62	261.0	320.62	261.0	320.011	331.0	320.62	261.0	320.62	261.0	1	74
99	TRINITY_DN2_c0_g1_i1	2157.82	1896.0	2108.69	1459.0	2108.69	1459.0	1067	0.817	1.0	0.967	0.517	0.654	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	75	75	2157.82	1896.0	2108.69	1459.0	2108.69	1459.0	2157.82	1896.0	2108.69	1459.0	2108.69	1459.0	2157.82	1896.0	2108.69	1459.0	2108.69	1459.0	1	75
100	TRINITY_DN19_c0_g1_i1	859.822	608.0	859.48	479.0	859.48	479.0	894	0.806	1.0	0.971	0.521	0.665	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	76	76	859.822	608.0	859.48	479.0	859.48	479.0	859.822	608.0	859.48	479.0	859.48	479.0	859.822	608.0	859.48	479.0	859.48	479.0	1	76
101	TRINITY_DN24_c0_g1_i1	330.777	698.0	332.31	551.0	332.31	551.0	2309	0.799	1.0	0.97	0.69	0.891	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	77	77	330.777	698.0	332.31	551.0	332.31	551.0	330.777	698.0	332.31	551.0	332.31	551.0	330.777	698.0	332.31	551.0	332.31	551.0	1	77
102	TRINITY_DN52_c0_g1_i1	183.346	244.0	183.44	192.0	183.44	192.0	1523	0.72	1.0	0.968	0.597	0.856	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	78	78	183.346	244.0	183.44	192.0	183.44	192.0	183.346	244.0	183.44	192.0	183.44	192.0	183.346	244.0	183.44	192.0	183.44	192.0	1	78
103	TRINITY_DN97_c0_g1_i1	127.949	372.0	130.06	297.0	130.06	297.0	3113	0.821	1.0	0.972	0.766	0.961	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	79	79	127.949	372.0	130.06	297.0	130.06	297.0	127.949	372.0	130.06	297.0	130.06	297.0	127.949	372.0	130.06	297.0	130.06	297.0	1	79
104	TRINITY_DN41_c0_g1_i1	519.169	920.0	516.22	719.0	516.22	719.0	1968	0.788	1.0	0.969	0.687	0.9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	80	80	519.169	920.0	516.22	719.0	516.22	719.0	519.169	920.0	516.22	719.0	516.22	719.0	519.169	920.0	516.22	719.0	516.22	719.0	1	80
105	TRINITY_DN41_c0_g2_i1	207.161	386.0	219.2	321.0	219.2	321.0	2060	0.842	1.0	0.973	0.781	0.953	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	81	81	207.161	386.0	219.2	321.0	219.2	321.0	207.161	386.0	219.2	321.0	219.2	321.0	207.161	386.0	219.2	321.0	219.2	321.0	1	81
106	TRINITY_DN37_c0_g1_i2	435.561	1372.16	444.33	1099.35	444.33	1099.35	3358	0.946	1.0	0.973	0.883	0.959	0.781	0.783	0.782	0.784	0.782	0.784	1.0	1.0	1.0	1.0	1.0	1.0	82	82	557.591	1751.997	568.13	1402.0	568.13	1402.0	278.796	875.998	284.065	701.0	284.065	701.0	435.561	1372.16	444.33	1099.35	444.33	1099.35	2	82
107	TRINITY_DN37_c0_g1_i1	122.03	379.837	123.8	302.65	123.8	302.65	3320	0.652	1.0	0.969	0.462	0.731	0.219	0.217	0.218	0.216	0.218	0.216	0.28	0.277	0.279	0.275	0.279	0.275	82	82	557.591	1751.997	568.13	1402.0	568.13	1402.0	278.796	875.998	284.065	701.0	284.065	701.0	435.561	1372.16	444.33	1099.35	444.33	1099.35	2	82
108	TRINITY_DN5_c0_g1_i1	112.888	194.0	116.23	157.0	116.23	157.0	1914	0.828	0.999	0.978	0.77	0.951	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	83	83	112.888	194.0	116.23	157.0	116.23	157.0	112.888	194.0	116.23	157.0	116.23	157.0	112.888	194.0	116.23	157.0	116.23	157.0	1	83
109	TRINITY_DN5_c0_g2_i1	95.242	114.0	91.33	86.0	91.33	86.0	1388	0.784	1.0	0.951	0.716	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	84	84	95.242	114.0	91.33	86.0	91.33	86.0	95.242	114.0	91.33	86.0	91.33	86.0	95.242	114.0	91.33	86.0	91.33	86.0	1	84
110	TRINITY_DN5_c1_g1_i1	110.858	361.0	113.79	291.0	113.79	291.0	3465	0.838	1.0	0.964	0.775	0.959	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	85	85	110.858	361.0	113.79	291.0	113.79	291.0	110.858	361.0	113.79	291.0	113.79	291.0	110.858	361.0	113.79	291.0	113.79	291.0	1	85
111	TRINITY_DN5_c2_g1_i1	740.992	956.0	758.81	770.0	758.81	770.0	1482	0.801	1.0	0.968	0.651	0.84	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	86	86	740.992	956.0	758.81	770.0	758.81	770.0	740.992	956.0	758.81	770.0	758.81	770.0	740.992	956.0	758.81	770.0	758.81	770.0	1	86
112	TRINITY_DN71_c0_g1_i1	181.929	199.0	183.57	158.0	183.57	158.0	1284	0.808	1.0	0.966	0.703	0.9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	87	87	181.929	199.0	183.57	158.0	183.57	158.0	181.929	199.0	183.57	158.0	183.57	158.0	181.929	199.0	183.57	158.0	183.57	158.0	1	87
113	TRINITY_DN71_c0_g2_i1	145.054	166.0	149.94	135.0	149.94	135.0	1335	0.798	1.0	0.962	0.646	0.841	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	88	88	145.054	166.0	149.94	135.0	149.94	135.0	145.054	166.0	149.94	135.0	149.94	135.0	145.054	166.0	149.94	135.0	149.94	135.0	1	88
114	TRINITY_DN29_c0_g1_i1	311.699	353.0	309.75	276.0	309.75	276.0	1323	0.807	1.0	0.975	0.399	0.507	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	89	89	311.699	353.0	309.75	276.0	309.75	276.0	311.699	353.0	309.75	276.0	309.75	276.0	311.699	353.0	309.75	276.0	309.75	276.0	1	89
115	TRINITY_DN46_c0_g1_i1	232.817	971.0	235.44	771.0	235.44	771.0	4387	0.845	1.0	0.972	0.791	0.963	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	90	90	232.817	971.0	235.44	771.0	235.44	771.0	232.817	971.0	235.44	771.0	235.44	771.0	232.817	971.0	235.44	771.0	235.44	771.0	1	90
116	TRINITY_DN80_c0_g1_i1	70.099	96.0	74.28	80.0	74.28	80.0	1562	0.76	1.0	0.979	0.696	0.935	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	91	91	70.099	96.0	74.28	80.0	74.28	80.0	70.099	96.0	74.28	80.0	74.28	80.0	70.099	96.0	74.28	80.0	74.28	80.0	1	91
117	TRINITY_DN90_c0_g1_i1	1674.15	1559.0	1647.73	1208.0	1647.73	1208.0	1120	0.81	1.0	0.953	0.538	0.697	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	92	92	1674.15	1559.0	1647.73	1208.0	1647.73	1208.0	1674.15	1559.0	1647.73	1208.0	1647.73	1208.0	1674.15	1559.0	1647.73	1208.0	1647.73	1208.0	1	92
118	TRINITY_DN9_c0_g1_i1	737.532	591.0	754.1	476.0	754.1	476.0	989	0.803	1.0	0.972	0.56	0.717	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	93	93	737.532	591.0	754.1	476.0	754.1	476.0	737.532	591.0	754.1	476.0	754.1	476.0	737.532	591.0	754.1	476.0	754.1	476.0	1	93
119	TRINITY_DN12_c0_g1_i2	318.568	638.754	309.94	488.35	309.94	488.35	2203	0.964	1.0	0.945	0.877	0.962	0.155	0.154	0.156	0.155	0.156	0.155	0.432	0.427	0.439	0.434	0.439	0.434	94	94	2055.533	4148.994	1983.3	3145.0	1983.3	3145.0	513.883	1037.248	495.825	786.25	495.825	786.25	737.771	1496.11	705.55	1124.32	705.55	1124.32	4	94
120	TRINITY_DN12_c0_g1_i5	467.852	948.75	413.35	658.69	413.35	658.69	2226	0.821	1.0	0.935	0.647	0.843	0.228	0.229	0.208	0.209	0.208	0.209	0.634	0.634	0.586	0.586	0.586	0.586	94	94	2055.533	4148.994	1983.3	3145.0	1983.3	3145.0	513.883	1037.248	495.825	786.25	495.825	786.25	737.771	1496.11	705.55	1124.32	705.55	1124.32	4	94
121	TRINITY_DN12_c0_g1_i7	737.771	1496.11	705.55	1124.32	705.55	1124.32	2226	0.858	1.0	0.949	0.735	0.903	0.359	0.361	0.356	0.357	0.356	0.357	1.0	1.0	1.0	1.0	1.0	1.0	94	94	2055.533	4148.994	1983.3	3145.0	1983.3	3145.0	513.883	1037.248	495.825	786.25	495.825	786.25	737.771	1496.11	705.55	1124.32	705.55	1124.32	4	94
122	TRINITY_DN12_c0_g1_i4	531.342	1065.38	554.46	873.64	554.46	873.64	2203	0.663	1.0	0.959	0.563	0.885	0.258	0.257	0.28	0.278	0.28	0.278	0.72	0.712	0.786	0.777	0.786	0.777	94	94	2055.533	4148.994	1983.3	3145.0	1983.3	3145.0	513.883	1037.248	495.825	786.25	495.825	786.25	737.771	1496.11	705.55	1124.32	705.55	1124.32	4	94
123	TRINITY_DN65_c0_g1_i1	54.39	38.137	29.08	16.07	29.08	16.07	888	0.963	1.0	0.809	0.583	0.748	0.39	0.187	0.257	0.111	0.257	0.111	0.64	0.23	0.346	0.125	0.346	0.125	95	95	139.424	204.0	113.19	145.0	113.19	145.0	69.712	102.0	56.595	72.5	56.595	72.5	85.034	165.863	84.11	128.93	84.11	128.93	2	95
124	TRINITY_DN65_c0_g1_i2	85.034	165.863	84.11	128.93	84.11	128.93	2148	0.723	1.0	0.929	0.649	0.966	0.61	0.813	0.743	0.889	0.743	0.889	1.0	1.0	1.0	1.0	1.0	1.0	95	95	139.424	204.0	113.19	145.0	113.19	145.0	69.712	102.0	56.595	72.5	56.595	72.5	85.034	165.863	84.11	128.93	84.11	128.93	2	95
125	TRINITY_DN65_c0_g2_i1	136.948	91.0	137.44	72.0	137.44	72.0	851	0.901	0.987	0.963	0.746	0.871	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	96	96	136.948	91.0	137.44	72.0	137.44	72.0	136.948	91.0	137.44	72.0	137.44	72.0	136.948	91.0	137.44	72.0	137.44	72.0	1	96
126	TRINITY_DN65_c0_g3_i1	287.54	562.0	293.63	451.0	293.63	451.0	2152	0.802	1.0	0.976	0.75	0.958	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	97	97	287.54	562.0	293.63	451.0	293.63	451.0	287.54	562.0	293.63	451.0	293.63	451.0	287.54	562.0	293.63	451.0	293.63	451.0	1	97
127	TRINITY_DN65_c0_g4_i3	106.328	355.0	106.79	280.0	106.79	280.0	3548	0.785	1.0	0.955	0.733	0.978	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	98	98	106.328	355.0	106.79	280.0	106.79	280.0	106.328	355.0	106.79	280.0	106.79	280.0	106.328	355.0	106.79	280.0	106.79	280.0	1	98
128	TRINITY_DN65_c0_g4_i1	362.479	1198.0	360.23	935.0	360.23	935.0	3514	0.831	1.0	0.966	0.774	0.965	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	99	99	362.479	1198.0	360.23	935.0	360.23	935.0	362.479	1198.0	360.23	935.0	360.23	935.0	362.479	1198.0	360.23	935.0	360.23	935.0	1	99
129	TRINITY_DN65_c0_g5_i1	371.651	415.0	371.04	326.0	371.04	326.0	1307	0.811	1.0	0.971	0.632	0.803	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	100	100	371.651	415.0	371.04	326.0	371.04	326.0	371.651	415.0	371.04	326.0	371.04	326.0	371.651	415.0	371.04	326.0	371.04	326.0	1	100
130	TRINITY_DN65_c1_g1_i1	212.326	571.0	204.98	433.0	204.98	433.0	2893	0.841	1.0	0.961	0.805	0.996	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	101	101	212.326	571.0	204.98	433.0	204.98	433.0	212.326	571.0	204.98	433.0	204.98	433.0	212.326	571.0	204.98	433.0	204.98	433.0	1	101
